emp_no,first_name,last_name,birth_date,from_date,to_date,dept_no,title
439883,Shahaf,Ginesta,1964-05-21,1988-03-11,9999-01-01,d005,Senior Engineer
439890,Geoffry,Kaiser,1964-02-26,1992-02-25,9999-01-01,d007,Staff
439905,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01,d009,Staff
439918,Kristina,Dusink,1964-06-09,1998-09-22,9999-01-01,d005,Engineer
439920,Ute,Stiles,1964-11-28,1985-05-18,9999-01-01,d007,Staff
439924,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01,d002,Staff
439933,Uriel,Schaft,1964-08-31,1993-04-15,9999-01-01,d004,Senior Engineer
439940,Nathalie,Vendrig,1964-12-17,1985-03-17,9999-01-01,d009,Staff
439957,Arno,Velasco,1964-03-17,1985-09-30,9999-01-01,d009,Staff
439963,Reinhard,Kawashima,1964-10-02,1988-12-28,9999-01-01,d003,Staff
439971,Hideyuki,Bage,1964-07-05,1995-03-08,9999-01-01,d006,Engineer
439989,Wayne,Ciolek,1964-09-28,1993-03-06,9999-01-01,d007,Senior Staff
439996,Sanjiv,Speel,1964-09-14,1987-05-31,9999-01-01,d005,Senior Engineer
440011,Gretta,Schaad,1964-12-05,1988-04-08,9999-01-01,d007,Staff
440017,Nakhoon,Siksek,1964-02-16,1999-11-25,9999-01-01,d004,Engineer
440040,Gita,Matzat,1964-04-20,1997-04-06,9999-01-01,d002,Staff
440063,Yolla,Michaeli,1964-09-14,1990-06-02,9999-01-01,d005,Senior Engineer
440114,Syozo,Peek,1964-12-09,1991-01-12,9999-01-01,d002,Staff
440146,Patricia,Suermann,1964-03-10,1994-03-22,9999-01-01,d003,Staff
440181,Rafael,Ghemri,1964-07-03,1991-12-31,9999-01-01,d008,Senior Staff
440196,Utz,Schmiedel,1964-03-21,1990-08-13,9999-01-01,d004,Technique Leader
440253,Jeanne,Peir,1964-10-21,1992-01-31,9999-01-01,d007,Senior Staff
440289,Gina,Birke,1964-05-06,1986-12-05,9999-01-01,d005,Engineer
440320,Maya,Kossowski,1964-10-04,1987-07-11,9999-01-01,d004,Technique Leader
440325,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01,d007,Senior Staff
440328,Kristen,Reistad,1964-03-15,1986-04-11,9999-01-01,d004,Senior Engineer
440345,Aloys,Gopalakrishnan,1964-12-28,1997-07-31,9999-01-01,d004,Senior Engineer
440356,Kiyotoshi,Zeidenstein,1964-02-22,1995-03-18,9999-01-01,d007,Senior Staff
440386,Douadi,Ruther,1964-06-01,1993-01-17,9999-01-01,d003,Senior Staff
440410,Jeong,Frijda,1964-09-06,1989-03-17,9999-01-01,d002,Staff
440420,Kotesh,Mukaidono,1964-03-14,1991-01-27,9999-01-01,d009,Staff
440435,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01,d005,Senior Engineer
440442,Maik,Dengi,1964-12-31,1999-04-24,9999-01-01,d004,Engineer
440450,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01,d003,Staff
440479,Masato,Jenevein,1964-10-31,1986-03-13,9999-01-01,d007,Staff
440483,Amalendu,Luks,1964-12-12,1985-11-15,9999-01-01,d007,Senior Staff
440489,Niranjan,Cannata,1964-11-30,1999-11-10,9999-01-01,d007,Staff
440505,Christoph,Spell,1964-11-02,1998-02-19,9999-01-01,d009,Senior Staff
440526,Mircea,Sessa,1964-10-14,1985-02-11,9999-01-01,d005,Senior Engineer
440557,Dharmaraja,Stifter,1964-10-15,1990-08-21,9999-01-01,d007,Senior Staff
440561,Zeljko,Chinin,1964-08-24,1998-11-24,9999-01-01,d007,Staff
440571,Houman,Prenel,1964-03-27,1999-07-10,9999-01-01,d009,Engineer
440578,Vishv,Bahr,1964-04-21,1987-02-02,9999-01-01,d005,Senior Engineer
440597,Tiina,Thimonier,1964-02-28,1995-06-30,9999-01-01,d003,Staff
440622,Kristina,Perl,1964-01-25,1986-05-09,9999-01-01,d005,Senior Engineer
440625,Chinhyun,Majewski,1964-06-26,1995-03-11,9999-01-01,d007,Staff
440629,Boguslaw,Mayerwieser,1964-04-21,1985-10-21,9999-01-01,d007,Staff
440632,Terresa,Schreiter,1964-10-19,1992-07-06,9999-01-01,d003,Staff
440642,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01,d007,Staff
440661,Sibyl,Krychniak,1964-08-29,1992-04-30,9999-01-01,d001,Staff
440663,Pasqua,Ellozy,1964-01-10,1998-12-09,9999-01-01,d002,Senior Staff
440682,Masasuke,Deville,1964-12-27,1988-03-22,9999-01-01,d007,Staff
440705,Mitsuyuki,DiGiano,1964-10-04,1992-06-08,9999-01-01,d004,Senior Engineer
440708,Adib,Ecklund,1964-01-17,1995-01-09,9999-01-01,d008,Staff
440733,Marlo,Kuszyk,1964-12-21,1992-11-12,9999-01-01,d008,Staff
440739,Berry,Boyle,1964-12-21,1992-01-26,9999-01-01,d009,Staff
440741,Rosli,Mapelli,1964-04-16,1992-05-26,9999-01-01,d005,Senior Engineer
440756,Shin,Parhami,1964-01-21,1995-11-03,9999-01-01,d004,Technique Leader
440780,Bernt,Schusler,1964-09-26,1987-05-03,9999-01-01,d005,Senior Engineer
440823,Kauko,Kusakari,1964-07-18,1987-02-17,9999-01-01,d007,Senior Staff
440843,Sergi,Weedon,1964-06-17,1996-06-02,9999-01-01,d007,Staff
440847,Danel,Thiran,1964-10-09,1991-03-29,9999-01-01,d005,Senior Engineer
440858,Chriss,Schicker,1964-06-29,1999-05-24,9999-01-01,d005,Senior Engineer
440870,Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01,d009,Staff
440884,Renee,Sigstam,1964-08-04,1990-10-03,9999-01-01,d007,Staff
440892,Beshir,Peres,1964-01-05,1998-06-30,9999-01-01,d005,Senior Engineer
440912,Kazuyasu,Mandelberg,1964-06-11,1997-09-18,9999-01-01,d005,Engineer
440913,Kellie,Gilg,1964-11-16,1998-08-01,9999-01-01,d005,Engineer
440920,Atilio,Gomatam,1964-06-16,1993-06-03,9999-01-01,d004,Senior Engineer
440934,Shaibal,Broomell,1964-07-05,1990-07-25,9999-01-01,d005,Senior Engineer
440937,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01,d008,Staff
440940,Zhanqiu,Verspoor,1964-08-16,1994-06-03,9999-01-01,d005,Senior Engineer
440950,Xiadong,Pouyioutas,1964-08-07,1989-11-12,9999-01-01,d005,Senior Engineer
440967,Akeno,Akaboshi,1964-04-02,1998-02-14,9999-01-01,d003,Staff
440970,Eric,Pelz,1964-08-15,1985-02-12,9999-01-01,d009,Staff
440977,Ibibia,Fontet,1964-08-04,1988-03-06,9999-01-01,d007,Staff
440990,Vincent,Nishimukai,1964-12-17,1994-08-13,9999-01-01,d001,Staff
441056,Naftali,Conde,1964-04-05,1991-12-18,9999-01-01,d004,Senior Engineer
441064,Neelam,Ushiama,1964-08-30,1991-07-04,9999-01-01,d009,Senior Staff
441101,Remco,Yeung,1964-10-28,1987-12-28,9999-01-01,d005,Senior Engineer
441126,Shaowen,Detkin,1964-12-24,1998-04-22,9999-01-01,d008,Staff
441128,Yahiko,Hellwagner,1964-08-03,1998-10-24,9999-01-01,d005,Senior Engineer
441153,Sadun,Streit,1964-12-17,1990-01-22,9999-01-01,d007,Staff
441155,Weijing,Baumann,1964-06-15,1996-12-01,9999-01-01,d007,Staff
441160,Shaz,Muntz,1964-08-25,1988-08-16,9999-01-01,d002,Staff
441189,Frazer,Nations,1964-01-30,1999-05-13,9999-01-01,d009,Staff
441197,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01,d007,Staff
441225,Bouchung,Morrow,1964-08-23,1993-11-30,9999-01-01,d001,Staff
441262,Zhonghua,Gire,1964-12-25,1989-08-03,9999-01-01,d001,Staff
441285,Shem,Wossner,1964-03-02,1997-08-30,9999-01-01,d007,Staff
441290,Chiradeep,Kragelund,1964-06-04,1986-12-06,9999-01-01,d009,Staff
441307,Tooru,Pettis,1964-08-04,1990-08-15,9999-01-01,d001,Staff
441414,Vatsa,Morrow,1964-01-22,1997-06-01,9999-01-01,d004,Technique Leader
441428,Sajjan,Ranka,1964-11-11,1986-09-02,9999-01-01,d004,Staff
441431,Mizuhito,Percebois,1964-07-02,1987-03-12,9999-01-01,d008,Staff
441457,Atreye,Conia,1964-03-08,1998-09-23,9999-01-01,d005,Engineer
441463,Rutger,Horswill,1964-05-06,1997-05-26,9999-01-01,d004,Senior Engineer
441469,Nakhoon,Pauthner,1964-09-25,1994-05-15,9999-01-01,d009,Senior Engineer
441476,Arunachalam,Birdsall,1964-04-19,1992-07-02,9999-01-01,d004,Senior Engineer
441494,Menkae,Miara,1964-04-18,1996-11-23,9999-01-01,d005,Assistant Engineer
441497,Parto,Reutenauer,1964-07-14,1999-09-09,9999-01-01,d007,Staff
441500,Bokyung,Schaar,1964-06-24,1986-09-22,9999-01-01,d007,Staff
441507,Arunas,Copas,1964-10-29,2000-05-11,9999-01-01,d008,Engineer
441512,Aloys,Suomi,1964-03-04,1996-08-21,9999-01-01,d003,Staff
441521,Deniz,Kavvadias,1964-08-20,1990-05-09,9999-01-01,d009,Staff
441525,Elvis,Sichman,1964-03-09,1999-03-06,9999-01-01,d008,Staff
441533,Aran,DasSarma,1964-06-16,1996-09-04,9999-01-01,d004,Engineer
441535,Barun,Greibach,1964-02-28,1997-06-12,9999-01-01,d007,Staff
441536,Chinho,Collette,1965-01-10,1995-10-09,9999-01-01,d004,Senior Engineer
441546,Cordelia,Erni,1964-11-13,1996-02-17,9999-01-01,d006,Senior Engineer
441569,Satyanarayana,Munos,1964-08-25,1996-01-12,9999-01-01,d004,Engineer
441574,Sasan,Schapiro,1964-12-25,1997-10-24,9999-01-01,d008,Engineer
441580,Chenye,Gihr,1964-12-30,1994-10-20,9999-01-01,d005,Engineer
441586,Yuriy,Iivonen,1964-07-02,1995-08-16,9999-01-01,d004,Senior Engineer
441601,Arne,Paludetto,1964-08-03,1990-04-19,9999-01-01,d005,Senior Engineer
441637,Fayez,Spataro,1964-10-03,1992-09-10,9999-01-01,d004,Senior Engineer
441662,Hongzhu,Chenney,1964-02-08,2000-09-20,9999-01-01,d005,Staff
441746,Sham,Gecsei,1964-08-22,1998-08-08,9999-01-01,d008,Senior Engineer
441761,Leszek,Conia,1964-03-14,1992-05-13,9999-01-01,d005,Engineer
441791,Satyanarayana,Lorin,1964-07-05,1994-01-17,9999-01-01,d002,Staff
441807,Seshu,Gruenwald,1964-10-05,2001-12-23,9999-01-01,d009,Senior Staff
441809,Hironobu,Gajiwala,1964-03-25,1999-08-13,9999-01-01,d005,Assistant Engineer
441830,Monique,Erez,1964-05-03,1996-03-20,9999-01-01,d006,Engineer
441863,Arfst,Legleitner,1964-01-25,1991-09-23,9999-01-01,d002,Staff
441877,Jaihie,Maquelin,1964-07-29,1993-07-21,9999-01-01,d002,Staff
441905,Diederik,Peternell,1964-11-21,1995-03-13,9999-01-01,d005,Senior Engineer
441908,Chaosheng,Ranft,1964-03-31,1990-07-01,9999-01-01,d008,Staff
441947,Piyawadee,Shigei,1964-08-03,1998-07-02,9999-01-01,d007,Senior Staff
441954,Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01,d004,Engineer
441965,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01,d008,Staff
441966,Arne,Bednarek,1964-01-11,1995-08-17,9999-01-01,d004,Senior Engineer
441974,Roselyn,Vigier,1964-02-24,1989-10-25,9999-01-01,d005,Senior Engineer
441980,Srinidhi,Schlumberger,1964-08-16,1999-04-27,9999-01-01,d009,Senior Engineer
441993,Kwok,Reeken,1964-12-06,1997-07-21,9999-01-01,d005,Engineer
442002,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01,d007,Staff
442013,Vishu,Bolotov,1964-11-14,1993-05-07,9999-01-01,d009,Staff
442017,Kazuhiko,Bellmore,1964-01-31,1995-10-14,9999-01-01,d005,Engineer
442019,Phule,Birsak,1964-09-30,1988-10-02,9999-01-01,d002,Staff
442031,Lein,Rijsenbrij,1964-06-17,1996-05-28,9999-01-01,d005,Senior Engineer
442033,Nahum,Lubachevsky,1964-06-10,1998-04-29,9999-01-01,d006,Engineer
442065,Khedija,Werthner,1964-11-01,1996-03-18,9999-01-01,d005,Engineer
442072,Kazuhiro,Streng,1964-12-01,1990-01-19,9999-01-01,d004,Engineer
442082,Sachar,Heinisuo,1964-07-24,1995-08-30,9999-01-01,d008,Staff
442096,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01,d004,Senior Engineer
442100,Oksana,Noriega,1964-11-16,1996-11-08,9999-01-01,d008,Senior Staff
442106,Masaru,Bonifati,1964-08-11,1998-06-17,9999-01-01,d004,Engineer
442109,Uta,Erez,1964-01-03,1990-02-14,9999-01-01,d002,Senior Staff
442115,Serenella,Haumacher,1964-04-26,1989-08-13,9999-01-01,d005,Senior Engineer
442120,Gita,Lampe,1964-01-30,1991-04-29,9999-01-01,d004,Senior Engineer
442143,JoAnne,Ranum,1964-07-22,1999-11-23,9999-01-01,d004,Technique Leader
442148,Huiqun,Naudin,1964-12-23,1992-01-20,9999-01-01,d004,Technique Leader
442150,Adit,Fujisaki,1964-11-26,1999-09-18,9999-01-01,d008,Senior Engineer
442186,Gay,Harnett,1964-07-16,1990-03-21,9999-01-01,d004,Senior Engineer
442194,Arne,Fioravanti,1964-02-05,1992-12-13,9999-01-01,d001,Staff
442214,Anestis,Rajcani,1964-09-11,1999-11-30,9999-01-01,d004,Engineer
442221,Tsvetan,Conde,1964-10-29,1993-01-29,9999-01-01,d006,Senior Engineer
442253,Moty,Gischer,1964-04-30,1990-08-01,9999-01-01,d001,Staff
442279,Chikako,Remmele,1964-10-08,1998-04-10,9999-01-01,d001,Staff
442292,JiYoung,Magliocco,1964-12-11,1996-12-26,9999-01-01,d005,Assistant Engineer
442306,Lihong,Brizzi,1964-02-28,1990-10-27,9999-01-01,d004,Senior Engineer
442312,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01,d004,Senior Engineer
442349,Abdulah,Broomell,1964-07-07,1999-07-25,9999-01-01,d003,Staff
442358,Ghassan,Bolsens,1964-07-21,1995-05-13,9999-01-01,d005,Senior Engineer
442379,Zeljko,Stiles,1964-12-30,1991-01-16,9999-01-01,d008,Staff
442397,Ghassan,Garnick,1964-05-08,1995-01-01,9999-01-01,d007,Staff
442422,Harjit,Luca,1964-12-07,1994-06-25,9999-01-01,d007,Senior Staff
442431,Jaroslava,Reghbati,1964-03-28,1992-04-06,9999-01-01,d009,Technique Leader
442442,Hitofumi,Braunmuhl,1964-12-20,1996-01-02,9999-01-01,d004,Engineer
442446,Chinho,Vidya,1964-02-11,1996-12-15,9999-01-01,d004,Senior Engineer
442459,Naftali,Karcich,1964-05-02,1998-09-04,9999-01-01,d007,Staff
442468,Zorica,Wixon,1964-09-27,1998-10-20,9999-01-01,d003,Staff
442476,Stevo,Berendt,1964-11-09,1992-11-05,9999-01-01,d002,Senior Staff
442480,Branimir,Denny,1964-01-29,1996-08-08,9999-01-01,d007,Staff
442485,Chiradeep,Schreiter,1964-05-01,1986-10-12,9999-01-01,d006,Senior Engineer
442490,Navid,Luke,1965-01-08,1994-10-17,9999-01-01,d004,Engineer
442500,Irene,Dechter,1964-08-06,1987-11-10,9999-01-01,d005,Technique Leader
442510,Rosita,Adachi,1964-01-10,1994-10-04,9999-01-01,d008,Staff
442525,Alenka,Fraisse,1964-11-11,1989-03-21,9999-01-01,d008,Staff
442537,Tran,Fargier,1964-01-10,1996-07-08,9999-01-01,d004,Engineer
442556,Anneli,Niizuma,1964-04-10,1993-07-25,9999-01-01,d007,Staff
442589,Phule,Constantine,1964-05-26,1991-02-11,9999-01-01,d004,Senior Engineer
442600,Sachar,Sambasivam,1964-12-06,1990-05-27,9999-01-01,d009,Staff
442606,Atreye,Penz,1964-09-19,1991-06-04,9999-01-01,d007,Staff
442642,Subhada,Birta,1964-03-31,1989-06-28,9999-01-01,d005,Senior Engineer
442653,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01,d005,Engineer
442680,Valeri,Rassart,1964-12-21,1991-08-16,9999-01-01,d005,Senior Engineer
442684,Alair,Reinhard,1964-10-16,1990-09-25,9999-01-01,d005,Senior Engineer
442696,Mohamadou,Schmiedel,1964-11-11,1995-01-05,9999-01-01,d004,Engineer
442697,Morris,Budinsky,1964-09-14,1986-01-16,9999-01-01,d005,Senior Engineer
442700,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01,d008,Staff
442705,Masaki,Schnabel,1964-10-07,1992-04-24,9999-01-01,d008,Staff
442741,Ung,Emmerich,1964-08-09,1995-09-06,9999-01-01,d007,Staff
442747,Teruyuki,Khalil,1964-04-08,1987-11-02,9999-01-01,d005,Senior Engineer
442759,Adin,Marrakchi,1964-10-17,1995-08-29,9999-01-01,d005,Staff
442766,KayLiang,Lienhardt,1964-04-12,1999-09-21,9999-01-01,d007,Staff
442770,Kolar,Teitelbaum,1964-10-20,1989-02-12,9999-01-01,d007,Staff
442772,Saniya,Ohori,1964-11-17,1989-01-24,9999-01-01,d006,Senior Engineer
442789,Werner,Prenel,1964-12-02,1988-03-30,9999-01-01,d005,Senior Engineer
442791,Poornachandra,Rindone,1964-05-22,1997-03-07,9999-01-01,d001,Staff
442805,Sachem,Provine,1964-06-24,1991-12-17,9999-01-01,d001,Senior Staff
442855,Baoqiu,Maccarone,1964-07-13,1992-11-12,9999-01-01,d005,Senior Engineer
442861,Taisook,Rosch,1964-12-16,1987-07-06,9999-01-01,d007,Staff
442887,Kasturi,Biran,1964-08-05,1990-08-15,9999-01-01,d008,Staff
442892,Jouni,Bellmore,1964-07-11,1998-01-05,9999-01-01,d004,Assistant Engineer
442898,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01,d004,Engineer
442899,Remco,Hiraishi,1964-10-07,1986-03-05,9999-01-01,d009,Staff
442905,Kiam,Kumaresan,1964-03-09,1989-04-23,9999-01-01,d003,Senior Staff
442968,Renee,Lueh,1964-10-26,1990-08-19,9999-01-01,d005,Senior Engineer
442997,Mingsen,Angelov,1964-10-15,1989-09-17,9999-01-01,d008,Staff
443007,Lech,Molenaar,1964-11-21,1994-12-03,9999-01-01,d005,Staff
443008,Divier,Backhouse,1964-07-01,1999-10-02,9999-01-01,d007,Senior Staff
443013,Guozhong,Butterworth,1964-12-21,1996-07-04,9999-01-01,d004,Assistant Engineer
443019,Shuichi,Stiles,1964-10-07,1994-10-12,9999-01-01,d009,Staff
443057,Dietrich,Figueira,1964-12-17,1995-01-20,9999-01-01,d005,Engineer
443059,Premal,Kitsuregawa,1964-08-10,1997-12-23,9999-01-01,d005,Senior Engineer
443063,Mayumi,Rettelbach,1964-05-12,1997-08-12,9999-01-01,d008,Staff
443108,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,d003,Senior Staff
443116,Jaideep,Weisert,1964-05-15,1997-08-06,9999-01-01,d002,Senior Staff
443119,Kiyomitsu,Thisen,1964-02-02,1997-12-08,9999-01-01,d006,Engineer
443154,Kish,Herath,1964-08-01,1987-02-19,9999-01-01,d005,Senior Engineer
443177,Akeel,Slaats,1964-02-17,1986-12-20,9999-01-01,d001,Senior Staff
443199,Alain,Pellegrinelli,1964-06-11,1988-04-27,9999-01-01,d008,Staff
443230,Mayuko,Hmelo,1964-06-07,1989-01-22,9999-01-01,d007,Staff
443242,Stabislas,Boreale,1964-05-10,1997-10-07,9999-01-01,d007,Staff
443265,Tommaso,Melichar,1964-04-24,1991-04-28,9999-01-01,d005,Senior Engineer
443277,Remmert,Rande,1964-11-28,2000-09-01,9999-01-01,d008,Senior Engineer
443287,Nectarios,Doering,1964-12-02,1996-06-21,9999-01-01,d005,Senior Engineer
443296,Panayotis,Speek,1964-03-09,1991-12-07,9999-01-01,d009,Staff
443302,Patricio,Hofting,1964-06-17,1999-05-22,9999-01-01,d001,Staff
443328,Boriana,Manderick,1964-12-04,1997-09-14,9999-01-01,d005,Engineer
443354,Zhenhua,Hertweck,1964-02-15,1991-04-28,9999-01-01,d004,Senior Engineer
443355,Yakkov,Famili,1964-08-10,1995-08-23,9999-01-01,d007,Staff
443371,Subir,Valiente,1964-08-27,1995-01-02,9999-01-01,d005,Engineer
443385,Douadi,Kaiserswerth,1964-02-14,1990-05-12,9999-01-01,d005,Senior Engineer
443403,Willard,Birjandi,1964-07-15,1996-01-07,9999-01-01,d007,Senior Staff
443429,Mohit,Eiron,1964-11-07,1998-03-06,9999-01-01,d005,Technique Leader
443438,Gregory,Zirintsis,1964-03-18,1989-11-15,9999-01-01,d005,Senior Engineer
443460,Poornachandra,Schwaller,1964-04-26,1990-12-18,9999-01-01,d004,Senior Engineer
443485,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,d008,Senior Staff
443529,Jongsuk,Suomi,1964-03-19,1985-05-24,9999-01-01,d005,Senior Engineer
443566,Chikara,dAstous,1964-05-26,1994-03-23,9999-01-01,d001,Staff
443575,Jagoda,Peek,1964-08-30,1996-11-06,9999-01-01,d003,Staff
443587,Abdelkader,Bahr,1964-11-06,2001-04-24,9999-01-01,d004,Technique Leader
443589,Udi,Sevcikova,1964-01-29,1985-05-13,9999-01-01,d005,Senior Engineer
443601,Prasadram,Liesche,1964-10-28,1990-05-20,9999-01-01,d007,Staff
443610,Kristin,Daescu,1964-02-04,1998-07-27,9999-01-01,d005,Senior Engineer
443635,Krisda,Osgood,1964-02-09,1993-11-17,9999-01-01,d001,Staff
443653,Gregory,Asser,1964-10-18,1989-09-26,9999-01-01,d007,Staff
443669,Fumitaka,Kolvik,1964-03-13,1999-09-06,9999-01-01,d005,Engineer
443682,Rance,Fraisse,1964-06-10,1999-03-25,9999-01-01,d002,Staff
443705,Subhada,Gelosh,1964-08-29,1999-07-09,9999-01-01,d008,Staff
443791,Kristen,Kitai,1964-04-16,1991-04-23,9999-01-01,d007,Staff
443792,Yechezkel,Bernardeschi,1964-09-28,1985-07-22,9999-01-01,d008,Staff
443805,Sivanarayana,Verhaegen,1964-04-03,1987-02-13,9999-01-01,d005,Senior Engineer
443814,Ziyad,Hainaut,1964-09-25,1986-02-22,9999-01-01,d009,Senior Staff
443841,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,d007,Staff
443857,Gen,Biran,1964-08-24,1999-11-24,9999-01-01,d004,Senior Engineer
443858,Karoline,Poehlman,1964-05-11,1997-03-08,9999-01-01,d005,Technique Leader
443868,Maria,Ligten,1964-01-26,1998-06-10,9999-01-01,d003,Staff
443873,Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01,d007,Staff
443885,Barna,Kossowski,1964-05-12,1989-12-01,9999-01-01,d005,Senior Engineer
443900,Pranav,Kalorkoti,1964-11-09,1988-12-12,9999-01-01,d007,Senior Staff
443933,Heejo,Brookman,1964-04-05,1999-02-15,9999-01-01,d007,Staff
443937,Jiann,Ossenbruggen,1964-10-23,1988-03-30,9999-01-01,d005,Senior Engineer
443955,Bodo,Litzler,1964-11-20,1987-12-20,9999-01-01,d007,Staff
443964,Stepehn,Cairo,1964-05-13,1988-09-06,9999-01-01,d006,Senior Engineer
443981,Samphel,Rusmann,1964-12-19,1993-10-26,9999-01-01,d005,Senior Engineer
443985,Munehiko,Lund,1964-02-29,1994-09-05,9999-01-01,d002,Staff
443991,Sivanarayana,Foote,1964-10-10,1987-03-10,9999-01-01,d007,Staff
444005,Carrsten,Karner,1964-06-01,1990-06-19,9999-01-01,d005,Senior Engineer
444037,Uwe,Klyachko,1964-08-12,1998-04-04,9999-01-01,d007,Staff
444041,Marl,Sigstam,1964-05-31,1997-12-10,9999-01-01,d004,Staff
444064,Shichao,Garrabrants,1964-04-15,1992-09-23,9999-01-01,d007,Staff
444065,Tzvetan,Yoshizawa,1964-08-02,1996-07-02,9999-01-01,d008,Staff
444070,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01,d009,Staff
444072,Naftaly,Peral,1964-08-15,1986-01-30,9999-01-01,d003,Staff
444087,Alejandro,Carrera,1964-07-14,1986-06-04,9999-01-01,d001,Senior Staff
444099,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,d007,Staff
444149,Vitaly,Minakawa,1964-12-10,1987-03-31,9999-01-01,d009,Staff
444172,Premsyl,Alencar,1964-11-01,1997-04-14,9999-01-01,d005,Engineer
444180,Katsuyuki,Picht,1964-08-12,1999-06-16,9999-01-01,d005,Engineer
444185,Amstein,Tzvieli,1964-10-01,1989-09-27,9999-01-01,d001,Staff
444199,Lokesh,Schauser,1964-10-28,1990-12-23,9999-01-01,d008,Staff
444202,Zito,Bael,1964-07-11,1986-09-16,9999-01-01,d003,Staff
444206,Holgard,Weedman,1964-09-15,1997-01-05,9999-01-01,d005,Technique Leader
444208,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,d007,Senior Staff
444233,Aris,Waleschkowski,1964-09-20,1988-12-10,9999-01-01,d005,Senior Engineer
444240,Masadi,Koyama,1964-04-17,1993-03-27,9999-01-01,d007,Staff
444244,Nalini,Jarecki,1964-11-02,1996-05-09,9999-01-01,d005,Engineer
444259,Navid,Eastman,1964-08-06,1994-12-31,9999-01-01,d005,Senior Engineer
444273,Chirstian,Birrer,1964-10-16,2000-02-29,9999-01-01,d009,Engineer
444331,Chrisa,Niizuma,1964-12-30,1993-04-07,9999-01-01,d002,Staff
444341,Rayond,Noriega,1964-07-09,1989-03-14,9999-01-01,d008,Senior Engineer
444355,Chikako,Muntz,1964-10-20,1990-04-05,9999-01-01,d004,Senior Engineer
444361,Vesna,Juneja,1964-11-06,1995-01-07,9999-01-01,d004,Senior Engineer
444363,Eckart,Falby,1964-10-03,1991-07-26,9999-01-01,d004,Senior Engineer
444366,Adam,Farrow,1964-04-10,1996-10-16,9999-01-01,d007,Staff
444369,Niclas,Antonisse,1964-04-01,1996-07-03,9999-01-01,d005,Senior Engineer
444406,Jasminko,Lyonns,1964-09-06,1989-06-07,9999-01-01,d007,Senior Staff
444417,Gopalakrishnan,Armand,1964-05-15,1988-07-30,9999-01-01,d005,Senior Engineer
444429,Fusako,Benantar,1964-07-20,1994-12-28,9999-01-01,d004,Technique Leader
444438,Chaoyi,Weedman,1964-03-19,2001-11-19,9999-01-01,d004,Engineer
444465,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01,d004,Senior Engineer
444466,Dung,Deverell,1964-04-05,1988-01-09,9999-01-01,d009,Staff
444468,Jayesh,Cyre,1964-07-18,1986-05-18,9999-01-01,d005,Senior Engineer
444476,Isamu,Farrag,1964-12-17,1988-03-05,9999-01-01,d002,Senior Staff
444487,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,d005,Senior Engineer
444489,Kristin,Journel,1964-09-03,1990-08-27,9999-01-01,d004,Senior Engineer
444555,Yannis,Georgatos,1964-11-09,1996-03-24,9999-01-01,d007,Senior Staff
444593,Susuma,Jullig,1964-06-26,1998-04-04,9999-01-01,d004,Engineer
444643,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01,d008,Staff
444653,KayLiang,Hasham,1964-05-24,1991-07-18,9999-01-01,d005,Senior Engineer
444682,Gaetan,Cangellaris,1964-07-12,1998-05-31,9999-01-01,d008,Senior Staff
444700,Owen,Gopalakrishnan,1964-09-12,1995-07-11,9999-01-01,d004,Senior Engineer
444703,Freyja,Berztiss,1964-10-17,1997-01-03,9999-01-01,d004,Senior Engineer
444712,Perla,Smeets,1964-02-11,1997-03-01,9999-01-01,d005,Engineer
444718,Charmane,Jayawardene,1964-05-31,1993-12-24,9999-01-01,d003,Staff
444740,Kristen,Siochi,1964-02-05,1999-10-04,9999-01-01,d004,Engineer
444745,Zejun,Dolinsky,1964-02-27,1997-01-27,9999-01-01,d002,Staff
